code,product_name,brands,categories,labels,countries_en,quantity(g),url,ingredients_text,allergens,traces,nutriscore_grade,nutriscore_score,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,nova_group,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url
62942003952,chapman’s premium ice cream pistachio & almonds,chapman's,"['frozen foods', 'frozen desserts', 'ice-creams-and-sorbets']","kosher,cor kosher,dairy farmers of canada quality milk,natural flavour and colour",canada,2.0,http://world-en.openfoodfacts.org/product/0062942003952/chapman-s-premium-ice-cream-pistachio-almonds,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'pistachios', 'almonds', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'spirulina extract', 'turmeric extract. contains: milk', 'pistachios. may contain: soy', 'peanuts', 'tree nuts', 'wheat', 'egg', 'shell pieces']","['noix(ia)', 'arachides(ia)', 'soja(ia)', 'oeufs(ia)', 'lait(ia)', 'ble(ia)']",unknow,c,6.0,468.6,6.38,3.72,12.8,8.51,0.532,1.06,0.0532,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3952/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3952/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3952/ingredients_fr.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3952/ingredients_fr.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3952/nutrition_fr.5.400.jpg
62942003976,frozen yogurt canadian peaches & cream,unknow,"['frozen foods', 'frozen desserts', 'frozen yogurts']",unknow,canada,,http://world-en.openfoodfacts.org/product/0062942003976/frozen-yogurt-canadian-peaches-cream,"['modified milk ingredients', 'sugars sugar', 'glucose', 'peach solid pack peaches', 'sucre', 'eau', 'modified corn starch', 'lemon juice concentrate', 'sorbic acid', 'fresh cream', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'guar gum', 'carrageenan', 'vanilla extract', 'annatto extract', 'beetroot extract', 'bacterial culture. contains: milk. may contain: soy', 'peanuts', 'tree nuts', 'wheat', 'egg. ingredients : substances laitieres modifiees', 'sucres sucre', 'paquet de morceaux de peches peches', 'amidon de mais modifie', 'pectine', 'jus de citron concentre', 'acide sorbique', 'creme fraiche', 'gomme de caroube', 'gomme de guar', 'carraghenine', 'extrait de vanilie', 'extrait de ellerave', 'arachides', 'vraie creme noix', 'ble', ""cœuf. fraiche keep frozen garder congele ace cream teme glacee trade mark of / chapman's markdale on ohl""]","['arachides(ia)', 'oeufs(ia)', 'soja(ia)', 'noix(ia)', 'lait(ia)', 'ble(ia)']","eggs,gluten,nuts,peanuts,soybeans",unknow,,356.1,1.5957446808511,1.063829787234,15.957446808511,8.5106382978723,0.0,1.5957446808511,,4.0,https://images.openfoodfacts.org/images/products/006/294/200/3976/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3976/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3976/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3976/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/3976/nutrition_en.10.400.jpg
62942004805,barres aux fruits limonade aux framboises,chapman's,"['frozen foods', 'frozen desserts', 'ice pops']","no gluten, no colorings, no lactose, no peanuts",canada,0.72,http://world-en.openfoodfacts.org/product/0062942004805/barres-aux-fruits-limonade-aux-framboises-chapman-s,"['eau', 'sucre', 'glucose', 'citric acid', 'guar gum', 'dextrose', 'colour']",unknown,unknow,c,7.0,557.9,0.0,0.0,33.333333333333,22.666666666667,0.0,0.26666666666667,0.0,4.0,https://images.openfoodfacts.org/images/products/006/294/200/4805/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4805/front_en.17.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4805/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4805/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4805/nutrition_en.19.400.jpg
62942004836,ice cream twister neapolitan creamy,chapman's,"['frozen foods', 'frozen desserts', 'ice pops']","no gluten, no peanuts",canada,0.72,http://world-en.openfoodfacts.org/product/0062942004836/ice-cream-twister-neapolitan-creamy-chapman-s,"['eau', 'sucre', 'fresh cream', 'modified milk ingredients', 'glucose', 'cocoa', 'skim milk powder', 'mono and diglycerides', 'locust bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'dextrose', 'colour']",['lait(ia)'],unknow,c,7.0,418.4,4.17,3.33,18.3,11.7,0.0,1.67,0.0847,4.0,https://images.openfoodfacts.org/images/products/006/294/200/4836/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4836/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4836/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4836/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4836/nutrition_en.18.400.jpg
62942004904,rocket lolly,chapmans,[],no gluten,canada,,http://world-en.openfoodfacts.org/product/0062942004904/rocket-lolly-chapmans,"['eau', 'sucre', 'glucose', 'citric acid', 'guar gum', 'certified']",unknown,unknow,c,4.0,334.7,0.0,0.0,20.0,16.0,0.0,0.0,0.005,4.0,https://images.openfoodfacts.org/images/products/006/294/200/4904/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4904/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4904/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4904/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4904/nutrition_en.10.400.jpg
62942004911,lil lolly chocolate,unknow,"['desserts', 'sweet snacks', 'cocoa and its products', 'confectioneries', 'frozen foods', 'chocolate candies', 'frozen desserts', 'ice creams and sorbets']",no gluten,canada,,http://world-en.openfoodfacts.org/product/0062942004911/lil-lolly-chocolate,"['eau', 'sucre', 'modified milk ingredients', 'cocoa', 'guar gum', 'r people certified']",['lait(ia)'],unknow,c,6.0,418.4,0.2,0.2,24.0,20.0,2.0,2.0,0.175,4.0,https://images.openfoodfacts.org/images/products/006/294/200/4911/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4911/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4911/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4911/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/4911/nutrition_en.16.400.jpg
62942005154,no sugar added salty caramel & peanuts lactose free ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, natural colorings, natural flavors, no added sugar, no lactose, dairy farmers of canada quality milk, sustainable forestry initiative",canada,1.0,http://world-en.openfoodfacts.org/product/0062942005154/no-sugar-added-salty-caramel-peanuts-lactose-free-ice-cream-chapman-s,"['modified milk ingredients', 'fresh cream', 'maltitol syrup', 'salty caramel sauce maltitol', 'eau', 'coconut oil', 'modified corn starch', 'sel', 'lecithine', 'potassium sorbate', 'caramel colour', 'annatto extract', 'peanuts peanuts', 'canola oil', 'peanut oil', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucralose', 'lactase']","['arachides(ia)', 'soja(ia)', 'lait(ia)']","eggs,gluten,nuts",c,4.0,422.6,5.32,3.19,12.2,1.6,0.532,1.6,0.133,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5154/front_en.21.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5154/front_en.21.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5154/ingredients_en.22.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5154/ingredients_en.22.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5154/nutrition_en.13.400.jpg
62942005161,no sugar added coffee & chocolate ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, natural colorings, natural flavors, no added sugar, no lactose, dairy farmers of canada quality milk, sustainable forestry initiative","canada,saint pierre and miquelon",1.0,http://world-en.openfoodfacts.org/product/0062942005161/no-sugar-added-coffee-chocolate-ice-cream-chapman-s,"['modified milk ingredients', 'fresh cream', 'maltitol syrup', 'cocoa', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'caramel colour', 'sucralose', 'lactase']",['lait(ia)'],"eggs,gluten,nuts,peanuts,soybeans",c,4.0,400.4,4.79,3.19,11.7,1.6,0.532,1.6,0.0798,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5161/front_en.21.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5161/front_en.21.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5161/ingredients_en.22.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5161/ingredients_en.22.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5161/nutrition_en.13.400.jpg
62942005178,no sugar added lactose free vanilla ice cream bars with a chocolatey coating,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream bars']","kosher, cor kosher, natural colorings, natural flavors, no added sugar, no lactose, dairy farmers of canada quality milk",canada,0.275,http://world-en.openfoodfacts.org/product/0062942005178/no-sugar-added-lactose-free-vanilla-ice-cream-bars-with-a-chocolatey-coating-chapman-s,"['ice cream modified milk ingredients', 'fresh cream', 'maltitol syrup', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucralose', 'lactase', 'chocolatey coating maltitol', 'chocolate liquor', 'coconut oil', 'cocoa butter', 'cocoa', 'lecithine']","['soja(ia)', 'lait(ia)']","eggs,gluten,nuts,peanuts",c,8.0,1066.9,18.2,12.7,21.8,1.82,,3.64,0.114,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5178/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5178/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5178/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5178/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5178/nutrition_en.10.400.jpg
62942005185,no sugar added lactose free vanilla ice cream bars with a chocolatey coating & almonds,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream bars']","kosher, cor kosher, natural colorings, natural flavors, no added sugar, no lactose, dairy farmers of canada quality milk",canada,0.275,http://world-en.openfoodfacts.org/product/0062942005185/no-sugar-added-lactose-free-vanilla-ice-cream-bars-with-a-chocolatey-coating-almonds-chapman-s,"['ice cream modified milk ingredients', 'fresh cream', 'maltitol syrup', 'skim milk powder', 'mono and diglycerides', 'carob bean gum', 'cellulose gum', 'guar gum', 'carrageenan', 'vanilla extract', 'sucralose', 'lactase', 'chocolatey coating maltitol', 'chocolate liquor', 'coconut oil', 'cocoa butter', 'cocoa', 'lecithine', 'almonds']","['soja(ia)', 'lait(ia)', 'noix(ia)']","eggs,gluten,nuts,peanuts",d,13.0,1066.9,18.2,10.9,20.0,1.82,1.82,3.64,0.0909,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5185/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5185/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5185/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5185/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5185/nutrition_en.12.400.jpg
62942005505,vanilla trilogy super premium plus ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, no eggs, no nuts, no peanuts, dairy farmers of canada quality milk, sustainable forestry initiative",canada,0.5,http://world-en.openfoodfacts.org/product/0062942005505/vanilla-trilogy-super-premium-plus-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'skim milk powder', 'vanilla extract', 'carob bean gum', 'guar gum', 'annatto extract']",['lait(ia)'],"gluten,soybeans",d,11.0,778.2,10.6,6.91,20.2,13.3,0.0,1.6,0.0665,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5505/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5505/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5505/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5505/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5505/nutrition_en.7.400.jpg
62942005512,chocolate lover super premium plus ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs', 'chocolate ice cream tubs']","kosher, cor kosher, no eggs, no nuts, no peanuts, dairy farmers of canada quality milk, sustainable forestry initiative",canada,0.5,http://world-en.openfoodfacts.org/product/0062942005512/chocolate-lover-super-premium-plus-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'skim milk powder', 'cocoa', 'modified milk ingredients', 'beet red', 'carob bean gum', 'guar gum', 'vanilla extract']",['lait(ia)'],"gluten,soybeans",d,12.0,799.1,10.6,6.91,21.3,16.0,1.06,3.19,0.0865,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5512/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5512/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5512/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5512/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5512/nutrition_en.7.400.jpg
62942005529,cold brew coffee super premium plus ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, no eggs, no nuts, no peanuts, dairy farmers of canada quality milk, sustainable forestry initiative",canada,0.5,http://world-en.openfoodfacts.org/product/0062942005529/cold-brew-coffee-super-premium-plus-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'skim milk powder', 'cold brew coffee concentrate', 'caramel colour', 'carob bean gum', 'guar gum']",['lait(ia)'],"gluten,soybeans",d,11.0,757.3,10.6,6.91,19.7,12.8,0.0,1.6,0.0731,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5529/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5529/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5529/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5529/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5529/nutrition_en.7.400.jpg
62942005536,the only strawberry super premium plus ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, no eggs, no nuts, no peanuts, dairy farmers of canada quality milk, sustainable forestry initiative",canada,0.5,http://world-en.openfoodfacts.org/product/0062942005536/the-only-strawberry-super-premium-plus-ice-cream-chapman-s,"['fresh cream', 'strawberry solid pack strawberries', 'sucre', 'eau', 'pectin', 'beet red', 'carrot extract', 'annatto extract', 'agar agar', 'guar gum', 'sugars sugar', 'glucose', 'modified milk ingredients', 'skim milk powder', 'carob bean gum', 'vanilla extract']",['lait(ia)'],"gluten,soybeans",d,18.0,1096.2,11.5,7.69,36.2,28.5,0.769,1.54,0.0769,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5536/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5536/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5536/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5536/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5536/nutrition_en.7.400.jpg
62942005543,cookie jar super premium plus ice cream,chapman's,"['frozen foods', 'frozen desserts', 'ice creams and sorbets', 'ice creams', 'ice cream tubs']","kosher, cor kosher, no eggs, no nuts, no peanuts, dairy farmers of canada quality milk, sustainable forestry initiative",canada,0.5,http://world-en.openfoodfacts.org/product/0062942005543/cookie-jar-super-premium-plus-ice-cream-chapman-s,"['fresh cream', 'sugars sugar', 'glucose', 'modified milk ingredients', 'chocolate chip cookie dough enriched wheat flour', 'sucre', 'palm oil', 'soy oil', 'milk ingredient', 'eau', 'chocolate chips sugar', 'chocolate liquor', 'cocoa butter', 'lecithine', 'vanilla extract', 'sel', 'caramel colour', 'cookies sugars sugar', 'invert sugar', 'enriched wheat flour', 'modified palm oil', 'soybean oil', 'cocoa', 'corn flour', 'chocolate', 'corn starch', 'baking soda', 'oatmeal cookies enriched wheat flour', 'soybean and modified palm oil margarine', 'sugars brown sugar', 'whole grain rolled oats', 'cultured dextrose', 'cinnamon', 'skim milk powder', 'carob bean gum', 'guar gum']","['ble(ia)', 'soja(ia)', 'lait(ia)']",unknow,d,11.0,778.2,10.6,6.38,21.8,13.8,0.532,1.6,0.173,4.0,https://images.openfoodfacts.org/images/products/006/294/200/5543/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5543/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5543/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5543/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/006/294/200/5543/nutrition_en.7.400.jpg
